customer_id,is_suspicious,case_date
CUST002397,0,2024-07-16
CUST002398,1,2025-02-09
CUST002399,1,2024-07-22
CUST002400,0,2024-09-19
CUST002401,0,2024-06-12
CUST002402,0,2024-09-11
CUST002403,0,2024-11-03
CUST002404,0,2025-01-05
CUST002405,0,2025-01-10
CUST002406,0,2025-01-30
CUST002407,0,2024-05-03
CUST002408,0,2024-08-24
CUST002409,0,2024-10-07
CUST002410,0,2025-03-31
CUST002411,0,2024-05-02
CUST002412,1,2024-06-24
CUST002413,0,2024-05-20
CUST002414,0,2024-06-11
CUST002415,0,2024-10-22
CUST002416,1,2025-03-21
CUST002417,0,2024-07-23
CUST002418,0,2025-03-26
CUST002419,0,2024-10-26
CUST002420,0,2024-09-24
CUST002421,0,2024-09-13
CUST002422,1,2025-02-19
CUST002423,0,2024-09-13
CUST002424,0,2024-06-26
CUST002425,0,2024-09-20
CUST002426,1,2024-08-15
CUST002427,0,2024-05-16
CUST002428,0,2024-09-24
CUST002429,0,2024-04-20
CUST002430,0,2025-02-07
CUST002431,0,2024-05-14
CUST002432,1,2024-09-14
CUST002433,0,2024-07-11
CUST002434,1,2024-05-14
CUST002435,1,2025-01-16
CUST002436,0,2024-10-29
CUST002437,0,2024-04-28
CUST002438,0,2025-01-25
CUST002439,0,2024-07-01
CUST002440,0,2025-01-17
CUST002441,0,2024-07-11
CUST002442,0,2024-08-08
CUST002443,1,2025-03-17
CUST002444,1,2024-11-03
CUST002445,0,2024-12-24
CUST002446,1,2024-12-10
CUST002447,0,2024-05-03
CUST002448,0,2024-05-09
CUST002449,0,2024-06-20
CUST002450,1,2024-11-12
CUST002451,0,2024-09-24
CUST002452,0,2024-08-07
CUST002453,0,2024-08-23
CUST002454,0,2024-05-15
CUST002455,1,2025-01-29
CUST002456,1,2024-09-01
CUST002457,1,2024-05-29
CUST002458,1,2025-03-01
CUST002459,0,2024-06-05
CUST002460,1,2024-08-22
CUST002461,0,2025-04-07
CUST002462,0,2024-09-02
CUST002463,0,2025-03-26
CUST002464,0,2025-04-03
CUST002465,1,2025-04-19
CUST002466,0,2025-01-01
CUST002467,0,2024-12-11
CUST002468,0,2024-07-01
CUST002469,0,2025-02-12
CUST002470,0,2025-02-27
CUST002471,1,2024-08-09
CUST002472,0,2024-11-01
CUST002473,0,2025-01-11
CUST002474,0,2024-12-18
CUST002475,0,2024-04-29
CUST002476,0,2024-09-28
CUST002477,0,2025-03-09
CUST002478,0,2024-12-01
CUST002479,0,2024-07-15
CUST002480,0,2024-10-21
CUST002481,0,2025-01-02
CUST002482,0,2024-11-25
CUST002483,0,2025-02-06
CUST002484,0,2025-01-05
CUST002485,0,2024-05-09
CUST002486,0,2025-01-18
CUST002487,1,2025-03-09
CUST002488,1,2024-09-23
CUST002489,0,2024-10-10
CUST002490,0,2024-07-30
CUST002491,0,2024-12-17
CUST002492,0,2025-01-20
CUST002493,0,2025-04-02
CUST002494,0,2024-06-16
CUST002495,0,2025-04-13
CUST002496,0,2024-05-13
CUST002497,0,2024-09-03
CUST002498,0,2024-06-25
CUST002499,0,2024-10-09
CUST002500,0,2024-10-15
CUST002501,0,2024-06-09
CUST002502,0,2024-06-08
CUST002503,1,2025-01-03
CUST002504,0,2024-08-27
CUST002505,0,2025-04-13
CUST002506,0,2024-09-13
CUST002507,0,2025-01-08
CUST002508,0,2024-05-28
CUST002509,0,2025-01-09
CUST002510,1,2025-04-18
CUST002511,1,2024-09-06
CUST002512,0,2024-05-19
CUST002513,0,2024-05-23
CUST002514,0,2025-03-15
CUST002515,1,2024-07-14
CUST002516,0,2025-02-27
CUST002517,1,2024-09-15
CUST002518,1,2025-01-09
CUST002519,0,2024-08-23
CUST002520,0,2024-12-05
CUST002521,0,2024-07-24
CUST002522,0,2024-05-31
CUST002523,1,2025-01-16
CUST002524,0,2024-11-10
CUST002525,0,2025-02-09
CUST002526,0,2024-08-13
CUST002527,1,2024-07-14
CUST002528,0,2024-06-05
CUST002529,0,2024-11-18
CUST002530,0,2025-03-13
CUST002531,0,2024-04-20
CUST002532,0,2024-07-23
CUST002533,1,2025-01-29
CUST002534,0,2025-02-06
CUST002535,0,2024-08-31
CUST002536,1,2024-07-16
CUST002537,0,2025-02-01
CUST002538,0,2024-12-05
CUST002539,0,2024-07-20
CUST002540,0,2024-06-27
CUST002541,0,2024-08-15
CUST002542,0,2025-02-25
CUST002543,1,2024-12-20
CUST002544,0,2024-06-10
CUST002545,0,2024-05-25
CUST002546,0,2024-09-03
CUST002547,0,2024-09-03
CUST002548,0,2024-12-07
CUST002549,0,2024-06-17
CUST002550,1,2025-03-29
CUST002551,0,2024-05-13
CUST002552,0,2024-07-08
CUST002553,0,2024-09-07
CUST002554,0,2024-09-07
CUST002555,0,2024-12-07
CUST002556,0,2025-03-16
CUST002557,1,2025-01-04
CUST002558,0,2025-01-13
CUST002559,0,2025-02-14
CUST002560,0,2024-08-22
CUST002561,0,2024-10-22
CUST002562,0,2025-01-28
CUST002563,1,2024-09-12
CUST002564,1,2025-01-28
CUST002565,1,2025-02-10
CUST002566,0,2024-12-15
CUST002567,0,2025-01-23
CUST002568,0,2024-08-21
CUST002569,0,2024-07-23
CUST002570,0,2024-10-28
CUST002571,0,2024-12-10
CUST002572,1,2024-07-14
CUST002573,0,2024-07-28
CUST002574,0,2024-05-21
CUST002575,0,2024-06-26
CUST002576,0,2024-10-20
CUST002577,0,2024-06-20
CUST002578,0,2024-12-23
CUST002579,0,2024-12-03
CUST002580,0,2024-11-06
CUST002581,0,2025-01-25
CUST002582,0,2024-05-31
CUST002583,0,2025-03-27
CUST002584,0,2024-08-09
CUST002585,0,2024-05-06
CUST002586,1,2025-03-17
CUST002587,0,2024-11-29
CUST002588,0,2024-09-27
CUST002589,0,2025-02-17
CUST002590,0,2024-09-10
CUST002591,0,2024-06-20
CUST002592,0,2025-02-25
CUST002593,1,2024-11-01
CUST002594,0,2024-11-14
CUST002595,1,2024-09-25
CUST002596,0,2024-07-05
CUST002597,0,2025-03-13
CUST002598,1,2024-10-31
CUST002599,0,2024-08-23
CUST002600,0,2024-05-09
CUST002601,0,2024-10-12
CUST002602,0,2024-08-25
CUST002603,1,2024-11-29
CUST002604,0,2025-02-04
CUST002605,0,2024-08-28
CUST002606,0,2025-01-21
CUST002607,0,2024-12-29
CUST002608,0,2025-03-14
CUST002609,0,2024-06-29
CUST002610,0,2024-09-18
CUST002611,0,2024-07-10
CUST002612,0,2024-10-27
CUST002613,0,2024-12-22
CUST002614,0,2025-01-11
CUST002615,0,2025-02-15
CUST002616,0,2024-05-05
CUST002617,0,2024-10-01
CUST002618,0,2024-08-21
CUST002619,0,2024-07-11
CUST002620,0,2024-06-24
CUST002621,0,2024-06-03
CUST002622,0,2024-09-02
CUST002623,0,2024-11-06
CUST002624,0,2024-08-11
CUST002625,0,2024-06-17
CUST002626,0,2024-05-25
CUST002627,0,2024-12-02
CUST002628,0,2025-03-03
CUST002629,0,2025-03-02
CUST002630,0,2024-12-12
CUST002631,0,2024-11-22
CUST002632,0,2024-06-10
CUST002633,0,2024-09-07
CUST002634,0,2024-12-05
CUST002635,1,2024-07-06
CUST002636,0,2025-03-09
CUST002637,0,2025-02-17
CUST002638,0,2025-02-10
CUST002639,1,2024-11-28
CUST002640,0,2024-07-25
CUST002641,0,2025-04-08
CUST002642,0,2024-06-07
CUST002643,0,2024-05-01
CUST002644,0,2024-10-12
CUST002645,0,2024-05-13
CUST002646,0,2024-05-28
CUST002647,0,2024-05-24
CUST002648,0,2024-06-14
CUST002649,0,2024-04-25
CUST002650,0,2024-07-03
CUST002651,0,2024-06-03
CUST002652,0,2025-04-02
CUST002653,0,2024-10-14
CUST002654,0,2025-04-12
CUST002655,1,2024-07-05
CUST002656,0,2024-10-16
CUST002657,0,2024-04-22
CUST002658,1,2025-02-15
CUST002659,0,2024-11-29
CUST002660,0,2024-05-31
CUST002661,0,2025-02-27
CUST002662,0,2024-11-27
CUST002663,0,2024-12-20
CUST002664,0,2024-06-01
CUST002665,0,2024-08-19
CUST002666,1,2024-06-17
CUST002667,0,2024-10-09
CUST002668,0,2024-04-27
CUST002669,0,2024-10-11
CUST002670,0,2024-10-09
CUST002671,1,2024-08-04
CUST002672,0,2024-06-16
CUST002673,0,2024-10-13
CUST002674,1,2025-03-19
CUST002675,1,2024-08-30
CUST002676,0,2024-06-10
CUST002677,0,2025-03-16
CUST002678,1,2024-09-01
CUST002679,0,2024-10-04
CUST002680,0,2025-02-07
CUST002681,0,2025-03-15
CUST002682,0,2024-10-03
CUST002683,0,2024-12-30
CUST002684,0,2024-09-28
CUST002685,0,2024-09-07
CUST002686,0,2024-10-16
CUST002687,0,2024-05-25
CUST002688,0,2024-05-01
CUST002689,0,2024-05-31
CUST002690,0,2024-09-25
CUST002691,0,2024-10-11
CUST002692,1,2024-05-08
CUST002693,0,2025-03-07
CUST002694,0,2025-04-06
CUST002695,0,2024-10-01
CUST002696,0,2025-01-05
CUST002697,0,2024-06-06
CUST002698,0,2025-03-14
CUST002699,0,2024-10-08
CUST002700,0,2025-04-07
CUST002701,0,2024-12-02
CUST002702,0,2025-01-03
CUST002703,0,2024-08-18
CUST002704,0,2024-11-27
CUST002705,0,2025-02-07
CUST002706,0,2025-03-23
CUST002707,1,2024-08-21
CUST002708,0,2024-08-17
CUST002709,0,2025-01-27
CUST002710,1,2024-11-08
CUST002711,0,2025-01-26
CUST002712,0,2025-03-10
CUST002713,1,2024-07-19
CUST002714,0,2024-08-20
CUST002715,0,2025-02-09
CUST002716,1,2024-12-26
CUST002717,0,2024-09-01
CUST002718,0,2024-05-26
CUST002719,0,2025-03-12
CUST002720,0,2024-07-09
CUST002721,0,2024-08-27
CUST002722,0,2024-04-30
CUST002723,0,2024-07-25
CUST002724,0,2025-02-05
CUST002725,0,2024-05-29
CUST002726,0,2024-07-13
CUST002727,1,2025-01-22
CUST002728,0,2024-09-10
CUST002729,0,2024-08-02
CUST002730,1,2024-07-30
CUST002731,0,2024-07-09
CUST002732,0,2024-07-21
CUST002733,0,2024-06-16
CUST002734,0,2025-02-28
CUST002735,0,2024-05-13
CUST002736,0,2025-02-14
CUST002737,0,2024-08-24
CUST002738,0,2025-03-01
CUST002739,0,2025-04-11
CUST002740,0,2025-04-01
CUST002741,0,2025-03-10
CUST002742,0,2025-01-12
CUST002743,1,2024-12-09
CUST002744,0,2025-02-01
CUST002745,0,2024-05-17
CUST002746,0,2024-05-17
CUST002747,0,2025-04-16
CUST002748,0,2024-06-02
CUST002749,0,2024-11-05
CUST002750,0,2025-04-20
CUST002751,0,2025-03-30
CUST002752,0,2024-12-24
CUST002753,1,2024-11-13
CUST002754,0,2024-05-20
CUST002755,1,2024-09-18
CUST002756,0,2024-08-02
CUST002757,0,2024-11-24
CUST002758,0,2024-05-21
CUST002759,0,2024-10-26
CUST002760,0,2024-06-29
CUST002761,0,2024-04-28
CUST002762,0,2025-04-15
CUST002763,0,2024-09-30
CUST002764,0,2024-09-24
CUST002765,0,2024-04-23
CUST002766,1,2024-04-27
CUST002767,0,2025-03-09
CUST002768,0,2024-10-28
CUST002769,0,2024-07-20
CUST002770,0,2024-04-28
CUST002771,0,2024-05-02
CUST002772,0,2025-01-26
CUST002773,0,2024-10-07
CUST002774,0,2024-06-11
CUST002775,0,2024-10-06
CUST002776,0,2024-12-15
CUST002777,1,2024-11-30
CUST002778,0,2025-04-20
CUST002779,1,2024-12-04
CUST002780,0,2024-05-31
CUST002781,0,2024-07-23
CUST002782,0,2024-12-07
CUST002783,0,2025-03-31
CUST002784,0,2024-05-25
CUST002785,0,2024-09-24
CUST002786,1,2024-08-15
CUST002787,1,2024-09-27
CUST002788,0,2024-12-11
CUST002789,0,2024-09-27
CUST002790,0,2024-08-25
CUST002791,1,2024-08-25
CUST002792,0,2024-10-23
CUST002793,0,2024-11-24
CUST002794,0,2024-09-21
CUST002795,0,2024-07-22
CUST002796,1,2024-07-13
CUST002797,0,2025-02-24
CUST002798,0,2025-03-04
CUST002799,0,2024-06-23
CUST002800,0,2024-10-07
CUST002801,0,2024-05-26
CUST002802,0,2024-09-04
CUST002803,0,2024-09-10
CUST002804,1,2024-08-31
CUST002805,0,2024-11-09
CUST002806,0,2024-12-13
CUST002807,0,2024-04-26
CUST002808,0,2025-02-05
CUST002809,0,2024-06-25
CUST002810,0,2025-02-21
CUST002811,1,2024-07-28
CUST002812,0,2024-10-26
CUST002813,0,2025-03-21
CUST002814,0,2024-05-16
CUST002815,0,2024-11-13
CUST002816,1,2024-11-13
CUST002817,0,2024-11-09
CUST002818,0,2025-04-06
CUST002819,0,2024-09-08
CUST002820,0,2024-10-06
CUST002821,1,2024-08-21
CUST002822,0,2025-03-21
CUST002823,0,2024-07-20
CUST002824,0,2024-08-21
CUST002825,0,2024-12-24
CUST002826,0,2025-03-31
CUST002827,0,2025-03-22
CUST002828,0,2024-09-17
CUST002829,0,2024-06-27
CUST002830,0,2024-09-12
CUST002831,0,2024-09-02
CUST002832,0,2025-01-16
CUST002833,0,2025-01-28
CUST002834,0,2024-04-22
CUST002835,0,2025-04-18
CUST002836,0,2025-02-26
CUST002837,0,2024-07-23
CUST002838,0,2024-07-05
CUST002839,0,2024-09-04
CUST002840,1,2024-06-28
CUST002841,1,2025-02-18
CUST002842,0,2024-09-17
CUST002843,0,2025-04-06
CUST002844,0,2024-05-06
CUST002845,0,2024-06-11
CUST002846,0,2025-02-23
CUST002847,0,2024-12-07
CUST002848,0,2025-04-08
CUST002849,1,2024-05-16
CUST002850,1,2024-11-16
CUST002851,0,2025-03-21
CUST002852,0,2024-06-23
CUST002853,0,2024-12-16
CUST002854,0,2024-07-15
CUST002855,1,2025-01-16
CUST002856,1,2024-10-11
CUST002857,0,2025-04-18
CUST002858,0,2024-05-06
CUST002859,0,2024-08-06
CUST002860,0,2024-05-14
CUST002861,0,2024-10-19
CUST002862,0,2025-01-08
CUST002863,0,2024-06-15
CUST002864,0,2025-02-03
CUST002865,0,2024-10-08
CUST002866,0,2024-09-23
CUST002867,0,2024-11-01
CUST002868,0,2024-10-18
CUST002869,0,2025-03-26
CUST002870,0,2025-02-26
CUST002871,0,2024-05-18
CUST002872,1,2024-08-15
CUST002873,0,2024-04-29
CUST002874,0,2024-05-04
CUST002875,1,2024-08-27
CUST002876,1,2024-08-20
CUST002877,0,2025-01-12
CUST002878,1,2024-11-12
CUST002879,0,2025-01-05
CUST002880,0,2024-08-04
CUST002881,1,2025-03-02
CUST002882,0,2024-11-10
CUST002883,0,2024-10-16
CUST002884,0,2025-03-05
CUST002885,0,2025-03-25
CUST002886,1,2025-03-08
CUST002887,0,2024-07-20
CUST002888,1,2024-11-21
CUST002889,0,2024-12-30
CUST002890,0,2024-10-15
CUST002891,1,2024-12-24
CUST002892,1,2024-09-11
CUST002893,0,2025-02-11
CUST002894,0,2024-12-26
CUST002895,0,2024-09-28
CUST002896,0,2024-04-29
CUST002897,0,2024-08-07
CUST002898,0,2025-02-08
CUST002899,0,2024-10-26
CUST002900,0,2024-08-08
CUST002901,0,2024-09-07
CUST002902,0,2024-12-30
CUST002903,1,2024-10-06
CUST002904,1,2025-04-15
CUST002905,0,2024-07-25
CUST002906,0,2024-11-26
CUST002907,1,2025-03-12
CUST002908,0,2025-02-15
CUST002909,0,2024-06-04
CUST002910,0,2025-04-12
CUST002911,1,2024-06-12
CUST002912,0,2024-05-12
CUST002913,0,2024-05-18
CUST002914,0,2025-02-11
CUST002915,0,2025-01-31
CUST002916,1,2025-01-06
CUST002917,0,2025-02-07
CUST002918,0,2024-12-08
CUST002919,0,2024-08-06
CUST002920,1,2024-07-18
CUST002921,0,2024-06-11
CUST002922,0,2024-07-10
CUST002923,0,2024-05-24
CUST002924,0,2024-04-21
CUST002925,1,2024-12-19
CUST002926,1,2024-09-03
CUST002927,0,2025-03-16
CUST002928,1,2024-08-28
CUST002929,0,2024-08-01
CUST002930,0,2024-08-20
CUST002931,0,2024-07-01
CUST002932,0,2025-03-02
CUST002933,1,2024-11-14
CUST002934,0,2024-12-16
CUST002935,0,2024-06-09
CUST002936,0,2024-11-09
CUST002937,0,2024-11-18
CUST002938,0,2024-05-11
CUST002939,0,2024-09-17
CUST002940,0,2025-03-26
CUST002941,1,2024-05-20
CUST002942,1,2024-05-19
CUST002943,1,2024-06-14
CUST002944,0,2024-09-30
CUST002945,0,2024-10-21
CUST002946,0,2024-07-20
CUST002947,0,2024-05-10
CUST002948,0,2024-07-11
CUST002949,0,2024-06-30
CUST002950,1,2024-11-18
CUST002951,0,2025-04-17
CUST002952,0,2024-07-18
CUST002953,0,2025-04-10
CUST002954,1,2024-06-27
CUST002955,0,2025-01-19
CUST002956,0,2024-05-05
CUST002957,0,2024-06-18
CUST002958,1,2024-08-16
CUST002959,0,2024-05-18
CUST002960,1,2024-07-14
CUST002961,0,2025-03-07
CUST002962,0,2024-10-01
CUST002963,1,2024-12-01
CUST002964,0,2024-04-29
CUST002965,0,2024-05-05
CUST002966,0,2024-06-15
CUST002967,0,2024-05-05
CUST002968,0,2024-08-08
CUST002969,0,2024-09-23
CUST002970,0,2025-01-23
CUST002971,0,2024-07-24
CUST002972,0,2024-11-26
CUST002973,0,2024-08-14
CUST002974,0,2025-02-25
CUST002975,1,2024-04-22
CUST002976,0,2024-08-10
CUST002977,0,2024-08-03
CUST002978,0,2025-03-30
CUST002979,0,2024-11-19
CUST002980,1,2024-04-27
CUST002981,0,2024-10-14
CUST002982,0,2025-03-11
CUST002983,1,2025-01-26
CUST002984,0,2025-03-06
CUST002985,1,2024-11-22
CUST002986,0,2025-03-30
CUST002987,0,2024-11-03
CUST002988,0,2025-02-14
CUST002989,0,2024-06-07
CUST002990,0,2025-01-20
CUST002991,0,2024-11-06
CUST002992,0,2024-07-16
CUST002993,1,2025-02-03
CUST002994,1,2024-08-20
CUST002995,0,2024-09-30
CUST002996,0,2024-05-22
CUST002997,0,2024-10-03
CUST002998,0,2024-10-04
CUST002999,1,2024-05-28
CUST003000,0,2024-09-18
CUST003001,0,2024-11-24
CUST003002,1,2025-01-21
CUST003003,0,2024-08-17
CUST003004,0,2025-01-25
CUST003005,0,2025-02-18
CUST003006,0,2025-02-16
CUST003007,0,2024-07-14
CUST003008,0,2024-08-27
CUST003009,0,2025-04-12
CUST003010,0,2024-07-21
CUST003011,0,2024-11-28
CUST003012,0,2024-08-29
CUST003013,0,2025-02-25
CUST003014,0,2024-08-03
CUST003015,0,2024-10-29
CUST003016,0,2024-12-02
CUST003017,0,2024-06-26
CUST003018,0,2025-03-28
CUST003019,0,2025-02-07
CUST003020,1,2024-06-10
CUST003021,0,2024-08-13
CUST003022,0,2024-09-06
CUST003023,0,2024-07-05
CUST003024,0,2025-01-01
CUST003025,0,2024-10-14
CUST003026,1,2024-07-10
CUST003027,0,2024-05-26
CUST003028,0,2025-02-07
CUST003029,0,2024-05-29
CUST003030,0,2025-01-15
CUST003031,0,2025-03-01
CUST003032,1,2024-08-07
CUST003033,0,2025-02-21
CUST003034,0,2025-01-01
CUST003035,0,2024-08-21
CUST003036,0,2025-02-05
CUST003037,0,2024-05-29
CUST003038,0,2024-12-11
CUST003039,0,2024-10-10
CUST003040,0,2025-01-02
CUST003041,0,2024-08-12
CUST003042,0,2025-02-18
CUST003043,0,2024-08-17
CUST003044,0,2025-03-26
CUST003045,0,2024-07-26
CUST003046,0,2025-02-07
CUST003047,0,2024-07-25
CUST003048,0,2024-07-26
CUST003049,0,2024-08-22
CUST003050,0,2024-08-14
CUST003051,1,2025-01-26
CUST003052,0,2025-02-11
CUST003053,0,2024-08-20
CUST003054,0,2024-12-24
CUST003055,0,2025-01-31
CUST003056,0,2025-03-26
CUST003057,0,2025-04-08
CUST003058,0,2024-09-18
CUST003059,0,2025-03-07
CUST003060,0,2024-06-17
CUST003061,0,2025-02-21
CUST003062,0,2024-04-21
CUST003063,0,2025-03-03
CUST003064,0,2025-03-29
CUST003065,1,2024-11-03
CUST003066,0,2024-11-28
CUST003067,0,2024-11-22
CUST003068,0,2024-04-30
CUST003069,1,2025-02-22
CUST003070,0,2025-02-12
CUST003071,0,2024-11-30
CUST003072,0,2024-10-09
CUST003073,0,2025-01-31
CUST003074,1,2024-06-23
CUST003075,0,2025-03-12
CUST003076,0,2025-04-06
CUST003077,0,2024-11-13
CUST003078,0,2024-08-09
CUST003079,0,2025-02-19
CUST003080,0,2024-09-15
CUST003081,0,2024-05-16
CUST003082,0,2025-04-05
CUST003083,1,2024-08-29
CUST003084,0,2024-07-25
CUST003085,0,2024-12-06
CUST003086,0,2024-12-16
CUST003087,1,2024-11-13
CUST003088,0,2024-08-15
CUST003089,0,2025-01-14
CUST003090,0,2024-08-16
CUST003091,1,2024-09-14
CUST003092,0,2025-02-08
CUST003093,0,2025-02-03
CUST003094,0,2024-04-22
CUST003095,0,2025-02-04
CUST003096,0,2024-06-18
CUST003097,0,2024-06-08
CUST003098,0,2025-01-05
CUST003099,0,2025-01-28
CUST003100,0,2024-09-20
CUST003101,0,2024-06-15
CUST003102,0,2024-06-28
CUST003103,0,2024-08-22
CUST003104,0,2024-12-08
CUST003105,0,2024-08-07
CUST003106,0,2024-04-29
CUST003107,0,2024-12-17
CUST003108,0,2024-04-24
CUST003109,0,2024-12-11
CUST003110,1,2025-04-01
CUST003111,1,2024-05-26
CUST003112,0,2024-05-06
CUST003113,0,2024-12-05
CUST003114,1,2024-05-09
CUST003115,0,2024-06-02
CUST003116,1,2024-06-13
CUST003117,1,2024-05-08
CUST003118,0,2024-11-04
CUST003119,0,2025-02-24
CUST003120,1,2024-08-13
CUST003121,0,2024-11-24
CUST003122,0,2024-06-01
CUST003123,0,2024-07-27
CUST003124,1,2024-11-14
CUST003125,0,2025-03-07
CUST003126,0,2024-12-17
CUST003127,0,2024-10-17
CUST003128,1,2025-03-28
CUST003129,0,2024-05-24
CUST003130,0,2024-06-05
CUST003131,0,2025-03-28
CUST003132,0,2024-08-03
CUST003133,0,2025-02-06
CUST003134,0,2025-04-17
CUST003135,0,2024-08-13
CUST003136,0,2025-02-28
CUST003137,0,2024-08-09
CUST003138,0,2024-06-24
CUST003139,0,2024-10-07
CUST003140,1,2024-12-23
CUST003141,0,2025-03-23
CUST003142,0,2024-05-02
CUST003143,1,2025-03-01
CUST003144,0,2024-10-17
CUST003145,1,2024-08-25
CUST003146,0,2025-03-29
CUST003147,0,2025-02-06
CUST003148,0,2024-11-27
CUST003149,0,2024-12-23
CUST003150,0,2024-12-07
CUST003151,0,2024-06-15
CUST003152,0,2024-10-13
CUST003153,0,2025-04-03
CUST003154,0,2025-04-10
CUST003155,1,2025-04-04
CUST003156,0,2025-04-13
CUST003157,1,2024-05-10
CUST003158,0,2024-04-30
CUST003159,1,2024-08-29
CUST003160,1,2024-10-25
CUST003161,0,2024-12-09
CUST003162,0,2024-06-20
CUST003163,0,2025-02-20
CUST003164,0,2024-08-21
CUST003165,0,2024-10-19
CUST003166,0,2024-12-22
CUST003167,0,2025-03-12
CUST003168,0,2024-05-17
CUST003169,0,2024-05-06
CUST003170,1,2024-10-04
CUST003171,0,2025-02-28
CUST003172,0,2024-11-24
CUST003173,0,2024-11-16
CUST003174,0,2025-03-24
CUST003175,0,2024-12-26
CUST003176,1,2024-05-26
CUST003177,0,2025-03-12
CUST003178,0,2025-01-01
CUST003179,0,2025-04-06
CUST003180,0,2024-09-21
CUST003181,0,2024-11-23
CUST003182,0,2025-04-17
CUST003183,0,2024-04-26
CUST003184,0,2024-05-22
CUST003185,0,2024-07-24
CUST003186,0,2025-04-08
CUST003187,0,2024-06-23
CUST003188,1,2024-07-28
CUST003189,0,2024-08-21
CUST003190,0,2024-08-16
CUST003191,0,2024-07-18
CUST003192,1,2024-08-26
CUST003193,0,2024-08-10
CUST003194,0,2025-02-22
CUST003195,0,2024-07-26
CUST003196,1,2025-03-04
CUST003197,0,2024-08-14
CUST003198,0,2025-03-26
CUST003199,1,2024-11-29
CUST003200,0,2024-05-17
CUST003201,1,2024-09-18
CUST003202,0,2024-06-17
CUST003203,0,2025-01-01
CUST003204,1,2024-10-24
CUST003205,0,2025-01-10
CUST003206,0,2024-10-07
CUST003207,0,2024-11-05
CUST003208,0,2025-03-12
CUST003209,0,2025-01-02
CUST003210,0,2024-12-07
CUST003211,1,2024-06-12
CUST003212,0,2025-04-13
CUST003213,0,2024-05-15
CUST003214,0,2024-05-01
CUST003215,0,2025-04-19
CUST003216,0,2024-07-19
CUST003217,0,2025-04-07
CUST003218,0,2024-06-07
CUST003219,0,2024-05-29
CUST003220,0,2024-04-29
CUST003221,0,2024-09-22
CUST003222,0,2025-02-19
CUST003223,0,2025-01-01
CUST003224,0,2025-02-04
CUST003225,0,2024-10-31
CUST003226,0,2024-11-20
CUST003227,0,2025-03-16
CUST003228,1,2025-03-06
CUST003229,0,2024-09-12
CUST003230,0,2024-12-28
CUST003231,0,2024-07-11
CUST003232,0,2024-06-10
CUST003233,0,2025-01-05
CUST003234,0,2024-06-25
CUST003235,1,2024-09-02
CUST003236,0,2024-06-22
CUST003237,0,2024-08-11
CUST003238,0,2025-02-27
CUST003239,0,2024-05-20
CUST003240,0,2025-04-09
CUST003241,1,2024-09-25
CUST003242,0,2024-10-10
CUST003243,0,2024-12-19
CUST003244,0,2024-12-24
CUST003245,0,2025-03-14
CUST003246,0,2024-07-16
CUST003247,0,2025-04-18
CUST003248,1,2024-06-21
CUST003249,0,2024-05-12
CUST003250,1,2024-12-28
CUST003251,0,2024-08-03
CUST003252,0,2025-02-15
CUST003253,0,2024-07-26
CUST003254,0,2024-10-17
CUST003255,0,2024-07-19
CUST003256,0,2024-05-05
CUST003257,0,2024-11-06
CUST003258,0,2024-05-30
CUST003259,0,2024-11-15
CUST003260,0,2024-05-09
CUST003261,0,2024-09-08
CUST003262,0,2025-02-24
CUST003263,1,2024-05-12
CUST003264,1,2024-08-22
CUST003265,0,2025-02-19
CUST003266,0,2025-04-16
CUST003267,0,2024-10-27
CUST003268,0,2025-02-11
CUST003269,0,2025-04-03
CUST003270,0,2024-08-11
CUST003271,0,2025-01-25
CUST003272,1,2025-01-06
CUST003273,0,2024-12-28
CUST003274,0,2025-04-11
CUST003275,1,2024-10-02
CUST003276,0,2024-11-05
CUST003277,0,2024-10-23
CUST003278,0,2024-11-20
CUST003279,0,2025-02-13
CUST003280,0,2024-10-11
CUST003281,0,2024-06-17
CUST003282,0,2024-08-08
CUST003283,0,2025-04-13
CUST003284,0,2025-03-08
CUST003285,0,2024-10-24
CUST003286,0,2024-05-24
CUST003287,1,2025-03-19
CUST003288,0,2024-05-19
CUST003289,0,2024-05-12
CUST003290,0,2025-04-09
CUST003291,0,2024-12-23
CUST003292,0,2024-06-15
CUST003293,0,2024-08-05
CUST003294,0,2024-08-22
CUST003295,1,2024-06-14
CUST003296,0,2024-10-27
CUST003297,0,2024-09-08
CUST003298,0,2024-09-08
CUST003299,0,2025-04-19
CUST003300,1,2024-05-25
CUST003301,1,2024-07-04
CUST003302,0,2025-04-12
CUST003303,0,2024-11-21
CUST003304,0,2024-06-01
CUST003305,0,2024-04-24
CUST003306,0,2024-12-29
CUST003307,0,2025-03-13
CUST003308,0,2024-10-16
CUST003309,0,2024-11-03
CUST003310,0,2024-06-06
CUST003311,0,2024-11-22
CUST003312,0,2025-02-16
CUST003313,0,2025-02-01
CUST003314,0,2024-12-03
CUST003315,0,2025-02-10
CUST003316,0,2024-08-02
CUST003317,0,2025-04-15
CUST003318,0,2025-01-09
CUST003319,0,2024-12-23
CUST003320,0,2025-03-26
CUST003321,0,2025-03-02
CUST003322,0,2024-10-21
CUST003323,1,2025-01-30
CUST003324,1,2024-06-25
CUST003325,0,2024-10-25
CUST003326,0,2025-01-14
CUST003327,0,2025-03-07
CUST003328,0,2024-09-05
